epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,27.044,0,0,117.307,0,0,0,0,0,0,0,0,0,0,0,1403,0,0.00054,0.00054,0.00054
2,35.88,0,0,203.185,0,0,0,0,0,0,0,0,0,0,0,inf,0,0.00109633,0.00109633,0.00109633
